,Account,Date,Text,Compound Score,Positive Score,Negative Score,Neutral Score
146,CBSNews,06/03/2018,"CBS News Battleground Tracker: The House is a toss-up 

CBS News' estimate is Democrats 219 - Republicans 216 in ti… https://t.co/kIM8GDgNir",-0.4019,0.0,0.13,0.87
147,CBSNews,06/03/2018,Idaho teacher charged after allegedly feeding puppy to snapping turtle in front of students https://t.co/C8IPr0GleL https://t.co/cUF6gykk40,-0.2023,0.0,0.107,0.893
148,CBSNews,06/03/2018,"Small plane with 4 on board crashes off New York's Long Island, FAA says https://t.co/uBz5vcVBZd https://t.co/fw4rCfh2c2",0.0,0.0,0.0,1.0
149,CBSNews,06/03/2018,"Many breast cancer patients can safely skip chemotherapy, major study finds https://t.co/Kcd2GeZe3j https://t.co/8gniV1gbQa",-0.296,0.172,0.237,0.591
150,CBSNews,06/03/2018,Dog found dead inside cargo hold on Delta Airlines flight. He was an 8-year-old Pomeranian named Alejandro… https://t.co/dBdq8En9Sq,-0.6486,0.0,0.202,0.798
151,CBSNews,06/03/2018,"Fire erupts at scrap yard in Oakland, California, that's had trouble in the past https://t.co/FgeIs2Snuy https://t.co/6LQShqw9vq",-0.6249,0.0,0.267,0.733
152,CBSNews,06/03/2018,"Report: 14-year-old stabbed, killed after fight that started over sleepover https://t.co/Fzh8NupmWE https://t.co/4LMNSkBtsY",-0.875,0.0,0.526,0.474
153,CBSNews,06/03/2018,"Far-right party leader calls Nazi era a ""speck of bird poop"" in German history https://t.co/J4eOVWWiPN https://t.co/fTlwpj5rER",0.4019,0.162,0.0,0.838
154,CBSNews,06/03/2018,U.S. citizen killed in Nicaragua amid violence and social unrest https://t.co/qpztwh5AKe https://t.co/sJZkd1qxDt,-0.8625,0.0,0.462,0.538
155,CBSNews,06/03/2018,"DNA from tissue in trash led to arrest in Golden State Killer case, records show https://t.co/bRiR2LYI7x https://t.co/ULMHh1Sv9k",-0.7717,0.0,0.309,0.691
156,CBSNews,06/03/2018,Ohio Governor John Kasich scolds GOP leaders for thinking “they have to ask permission from the president to do any… https://t.co/gxEcambRce,0.0,0.0,0.0,1.0
157,CBSNews,06/03/2018,"Small plane with 4 on board crashes off New York's Long Island, FAA says https://t.co/oktGWB9b8q https://t.co/08flsJYLnZ",0.0,0.0,0.0,1.0
158,CBSNews,06/03/2018,FBI agent's firearm accidentally discharges at Denver nightclub: police https://t.co/h2Oos8F3kf https://t.co/sOgO2Eglbd,-0.34,0.0,0.194,0.806
159,CBSNews,06/03/2018,"Google result for Republican shows picture with ""BIGOT"" on it https://t.co/b9nCTgi1fL https://t.co/6CeQqRIOIR",0.0,0.0,0.0,1.0
160,CBSNews,06/03/2018,President Trump hints at longer path for North Korea to denuke https://t.co/rhd5rn8ffW https://t.co/NYDo9tvlp4,0.0,0.0,0.0,1.0
161,CBSNews,06/03/2018,"Why are deaths among U.S. kids, teens on the rise? https://t.co/it8apo5Lc0 https://t.co/LiTb9Cpxh3",0.0,0.0,0.0,1.0
162,CBSNews,06/03/2018,"Shooting death of Steven Pitt, forensic psychiatrist, linked to killings of two women https://t.co/XIPKIsWKIU https://t.co/DkZmyowwLc",-0.8555,0.0,0.393,0.607
163,CBSNews,06/03/2018,"Cosby accuser Andrea Constand: ""I did it for justice"" https://t.co/t4Iqez7XYH https://t.co/yWDsM2zyMF",0.5267,0.254,0.0,0.746
164,CBSNews,06/03/2018,Hang glider killed in Idaho air show accident https://t.co/enpQJwB6dy https://t.co/EYUMtKdV5S,-0.8225,0.0,0.487,0.513
165,CBSNews,06/03/2018,"Four killed, seven injured in Oregon highway crash, police say https://t.co/ijsddWiVkP https://t.co/4jfZBVWt3h",-0.872,0.0,0.524,0.476
166,CBSNews,06/03/2018,Woman faces manslaughter charges after deadly hit-and-run at baseball game in Maine https://t.co/oAv5Kn3F9x https://t.co/AiPuRoW1TE,-0.2732,0.0,0.139,0.861
167,CBSNews,06/03/2018,"Roger Stone's former ""social media strategist"" testifies before grand jury https://t.co/4vnNieddUh https://t.co/GFth4De3Ot",0.4588,0.214,0.0,0.786
168,CBSNews,06/03/2018,Search continues for 2 teens believed to have drowned in Georgia https://t.co/ZcCQfnKrYS https://t.co/8Khgv5e1DF,-0.5994,0.0,0.262,0.738
169,CBSNews,06/03/2018,"Report: 14-year-old stabbed, killed after fight that started over sleepover https://t.co/soNqZ9Vf7w https://t.co/dkuCJRmNUp",-0.875,0.0,0.526,0.474
170,CBSNews,06/03/2018,Mattis slams China over weapons in South China Sea https://t.co/FZ19wnvhF8 https://t.co/sR4ucRIz9p,-0.4404,0.0,0.225,0.775
171,CBSNews,06/03/2018,"Three space station fliers head home, three prep for launch https://t.co/r6ic4cJGVQ https://t.co/kQOkGY6EN4",0.0,0.0,0.0,1.0
172,CBSNews,06/03/2018,U.S. citizen killed in Nicaragua amid violence and social unrest https://t.co/BDA5RUt4zZ https://t.co/VmvMzf4V54,-0.8625,0.0,0.462,0.538
173,CBSNews,06/03/2018,Who will pay for King Jong Un's hotel stay in Singapore? https://t.co/MRoeTLsXA3 https://t.co/hP9wslODtg,-0.1027,0.0,0.104,0.896
174,CBSNews,06/03/2018,Pushing the envelope? Kim Jong Un's massive letter to President Trump https://t.co/y18wKCVUuv https://t.co/QV2CTVuLD1,0.0,0.0,0.0,1.0
175,CBSNews,06/03/2018,Iowa judge agrees to halt fetal heartbeat abortion law https://t.co/dS87cm7Z7b https://t.co/FPdn1vJGcy,0.2023,0.153,0.0,0.847
176,CBSNews,06/03/2018,"Small plane with 4 on board crashes off New York's Long Island, FAA says https://t.co/mNREjKjUmx https://t.co/jcmKQq2sfi",0.0,0.0,0.0,1.0
177,CBSNews,06/03/2018,President Trump hints at longer path for North Korea to denuke https://t.co/rhd5rn8ffW https://t.co/0Mq4RDKtWU,0.0,0.0,0.0,1.0
178,CBSNews,06/03/2018,"Why are deaths among U.S. kids, teens on the rise? https://t.co/KiUl4c0z7s https://t.co/LWtm7VMh0n",0.0,0.0,0.0,1.0
179,CBSNews,06/03/2018,The Dish: David Cáceres' recipes from La Panadería https://t.co/nKU7q8lK7v https://t.co/m7LmRu8io3,0.0,0.0,0.0,1.0
180,CBSNews,06/03/2018,"Shooting death of Steven Pitt, forensic psychiatrist, linked to killings of two women https://t.co/SG6nPJyZby https://t.co/ZjGr7vEVpv",-0.8555,0.0,0.393,0.607
181,CBSNews,06/03/2018,"Report: In memo to Mueller, Trump's lawyers argue he could not have obstructed justice https://t.co/zQxQVTbL7x https://t.co/qdHMse4zt6",-0.6341,0.0,0.27,0.73
182,CBSNews,06/03/2018,"Four killed, seven injured in Oregon highway crash, police say https://t.co/8zsJyRpsXV https://t.co/Hd3PLRhqzo",-0.872,0.0,0.524,0.476
183,CBSNews,06/03/2018,Brush fire forces thousands to evacuate parts of Southern California https://t.co/71zNMZYNu9,-0.34,0.0,0.194,0.806
184,CBSNews,06/03/2018,Police investigate deadly hit-and-run at baseball game in Maine https://t.co/V7lc3h2iCz https://t.co/iKEqTo9HGB,0.0,0.0,0.0,1.0
185,CBSNews,06/03/2018,Search continues for 2 teens believed to have drowned in Georgia https://t.co/lCRqkWmD1f https://t.co/QNgZ0GvY6z,-0.5994,0.0,0.262,0.738
186,CBSNews,06/03/2018,"Report: 14-year-old stabbed, killed after fight that started over sleepover https://t.co/fBlpIdDAVu https://t.co/WJsQ804tvT",-0.875,0.0,0.526,0.474
187,CBSNews,06/03/2018,"Chicago schools failed to protect students sexually abused by employees, report says https://t.co/B1uFRtT2MO https://t.co/qhCBNKI8TH",-0.6124,0.129,0.327,0.545
188,CBSNews,06/03/2018,"Sheriff: Suspect in disappearance of Fla. mom has had 18 aliases, lived in 33 cities https://t.co/Sck0OybMEg https://t.co/1aWqD5lzBE",-0.296,0.0,0.121,0.879
189,CBSNews,06/03/2018,Benedict Cumberbatch praised for tackling mugger https://t.co/j6NLmaAJWO https://t.co/dh9dV8sh7Q,0.4939,0.314,0.0,0.686
190,CBSNews,06/03/2018,Who will pay for King Jong Un's hotel stay in Singapore? https://t.co/MRoeTLsXA3 https://t.co/db6iTcti3K,-0.1027,0.0,0.104,0.896
191,CBSNews,06/03/2018,U.S. citizen killed in Nicaragua amid violence and social unrest https://t.co/6EsQdBLSa8 https://t.co/vAOVvyB8T5,-0.8625,0.0,0.462,0.538
192,CBSNews,06/03/2018,Santa Fe High School students graduate two weeks after deadly mass shooting https://t.co/hubWCfgeHj https://t.co/LJBOMPJNfM,0.0,0.0,0.0,1.0
193,CBSNews,06/03/2018,"Small plane with 4 on board crashes off New York's Long Island, FAA says https://t.co/mNREjKjUmx https://t.co/ihrVzsE2yO",0.0,0.0,0.0,1.0
194,CBSNews,06/03/2018,President Trump hints at longer path for North Korea to denuke https://t.co/rhd5rn8ffW https://t.co/mKcpss9fH1,0.0,0.0,0.0,1.0
195,CBSNews,06/03/2018,"Attorney: $4 verdict meant to ""punish"" family of man shot by police in his garage https://t.co/IW0kmZ60cC https://t.co/L6YR53LSm6",0.1531,0.091,0.0,0.909
196,CBSNews,06/03/2018,"Officials report a hang glider was killed in an accident at the ""Gunfighter Skies Air &amp; Space Celebration""… https://t.co/4HmbdoRybM",-0.8225,0.0,0.322,0.678
197,CBSNews,06/03/2018,A driver faces manslaughter charges after she struck and killed a 68-year-old man at a Maine baseball field.… https://t.co/h4Eb9D84JX,-0.8225,0.0,0.398,0.602
198,CBSNews,06/03/2018,Two climbers dead after falling from Yosemite's El Capitan https://t.co/blwizkRHWp https://t.co/oTdJMkWXM7,-0.7096,0.0,0.396,0.604
199,CBSNews,06/03/2018,A confidential letter obtained by The New York Times shows President Trump's personal lawyers making the case to sp… https://t.co/5UhnjzeHBR,0.0,0.0,0.0,1.0
200,CNN,06/04/2018,French Open marathon man Alexander Zverev makes first grand slam quarterfinal https://t.co/yAQeSZGiUa https://t.co/eg9WmcksBh,0.1027,0.181,0.157,0.663
201,CNN,06/04/2018,"""Her only weapon was her medical vest."" Palestinians mourn the death of a nurse killed by Israeli forces.… https://t.co/ppQdV22e5L",-0.9246,0.0,0.489,0.511
202,CNN,06/04/2018,Actor Benedict Cumberbatch saves cyclist from muggers https://t.co/D0zALzFoCY https://t.co/hnQTowlGH9,0.0,0.0,0.0,1.0
203,CNN,06/04/2018,"Former New Jersey Gov. Chris Christie says it's an ""outrageous claim"" that President Trump can't obstruct justice… https://t.co/A1Xlidjyzk",-0.4588,0.0,0.15,0.85
204,CNN,06/04/2018,"Nearly 100 women suffered under dancing doctor's scalpel, lawyer says https://t.co/JKCekjz8bw https://t.co/4q69tZuiu1",-0.4939,0.0,0.225,0.775
205,CNN,06/04/2018,"When he was a kid, Richard Jenkins raised his hand in class so often bullies started calling him ""Harvard.""

Now, a… https://t.co/okoYkkhJdn",0.4939,0.138,0.0,0.862
206,CNN,06/04/2018,Author Germaine Greer's dangerous ideas about rape https://t.co/cPrlwOCoPW (via @CNNOpinion) https://t.co/3vhDQGV5GJ,-0.8316,0.0,0.464,0.536
207,CNN,06/04/2018,"Sen. Bob Corker says GOP senators are working on plan to ""push back"" on Trump policy https://t.co/fx2wMRSMWZ https://t.co/xRiqlqwL7C",0.0,0.0,0.0,1.0
208,CNN,06/03/2018,"President Trump says Senate Democrats are ""resisting the will"" of voters https://t.co/E4qbFMRLPe https://t.co/7QE2uCdt7R",0.0,0.0,0.0,1.0
209,CNN,06/03/2018,This FBI agent lost his gun during a dance-floor backflip and accidentally shot a bar patron https://t.co/ICK3IAFrgs https://t.co/cTfVCE5v9m,-0.7269,0.0,0.353,0.647
210,CNN,06/03/2018,"Gaza militants fire rockets towards Israel, and Israel Defense Forces responds with airstrikes… https://t.co/jStVpnYZly",-0.2263,0.094,0.151,0.755
211,CNN,06/03/2018,Dog dies during Delta Air Lines layover in Michigan https://t.co/vmHsRHK4xU https://t.co/QdyLmeQ0u0,0.0,0.0,0.0,1.0
212,CNN,06/03/2018,Is President Trump giving North Korea a pass on nukes? https://t.co/4jzsC63v3e (via @CNNOpinion) https://t.co/8FRCEkoVAh,0.34,0.167,0.0,0.833
213,CNN,06/03/2018,Ben Maher takes St Tropez Global Champions Tour title https://t.co/ELTEABvr3E https://t.co/0oCYM8Zxfq,0.5267,0.254,0.0,0.746
214,CNN,06/03/2018,"No sanctions relief without steps to denuclearize, US Defense Secretary James Mattis tells North Korea… https://t.co/IVl6Za5v2Z",0.34,0.232,0.111,0.657
215,CNN,06/03/2018,Former President Bill Clinton says an impeachment process over the Russia probe would be underway if a Democrat wer… https://t.co/znmtIDv8nr,0.0,0.0,0.0,1.0
216,CNN,06/03/2018,Silent forms of protest make bold statements at Parkland graduation https://t.co/nM71NgD7PO https://t.co/HIUt6o4qaA,0.1531,0.178,0.137,0.685
217,CNN,06/03/2018,Kansas Republican gubernatorial candidate Kris Kobach criticized for riding in a parade with a replica gun… https://t.co/jcbwKUMOJa,-0.3612,0.0,0.152,0.848
218,CNN,06/03/2018,Jimmy Fallon crashes Marjory Stoneman Douglas graduation https://t.co/hOq6DiF2Fu https://t.co/hDqlcJtxJt,0.0,0.0,0.0,1.0
219,CNN,06/03/2018,"Thousands of acres ablaze in California, Colorado and New Mexico https://t.co/6nNgmuzJiS https://t.co/tQ0yCa6GoF",0.0,0.0,0.0,1.0
220,CNN,06/03/2018,"President Trump's lawyer, Rudy Giuliani, says Trump shouldn't testify because ""our recollections keep changing""… https://t.co/mxFcjU5YD3",0.0,0.0,0.0,1.0
221,CNN,06/03/2018,A solemn graduation for Marjory Stoneman Douglas seniors https://t.co/NqcmGRbxFc https://t.co/pJlnA5slXv,-0.0772,0.0,0.14,0.86
222,CNN,06/03/2018,Ford dropped cars but it's keeping the Mustang. Here's why: https://t.co/gWdeLfWmch https://t.co/gHvz0gs8jr,0.0,0.0,0.0,1.0
223,CNN,06/03/2018,Vatican replaces archbishop convicted of concealing child sex abuse https://t.co/NaFmQHVdN1 https://t.co/q0y3QV8Awp,-0.6369,0.0,0.296,0.704
224,CNN,06/03/2018,"Even the race to replace ""Putin's favorite Congressman"" unlikely to hinge on Russia https://t.co/EZUt9qXrLY https://t.co/2o1HuDUTFk",0.4588,0.176,0.0,0.824
225,CNN,06/03/2018,President Trump to host Ramadan dinner https://t.co/ZNoR75CrRA https://t.co/P1X4g2FQ7F,0.0,0.0,0.0,1.0
226,CNN,06/03/2018,"Hamptons ""builder to the stars"" among those feared dead in plane crash off Long Island https://t.co/aTSXQjz7L7 https://t.co/ZYiANx7mrD",-0.8807,0.0,0.421,0.579
227,CNN,06/03/2018,Kuwait wants to foster more private sector firms as part of sweeping diversification plans https://t.co/tTy6dyJnR6 https://t.co/WvNLE1DXfe,0.0,0.0,0.0,1.0
228,CNN,06/03/2018,"Trump lawyers say he ""dictated"" statement on Trump Tower meeting, contradicting past denials https://t.co/vlFcqx1uiM https://t.co/14C2HmISbW",-0.3182,0.0,0.141,0.859
229,CNN,06/03/2018,Trade wars are scary. Why isn't Wall Street freaking out? https://t.co/DFElDvMhKZ https://t.co/QWAZEMnoSj,-0.6671,0.129,0.375,0.496
230,CNN,06/03/2018,Residents stranded with no power and water in area cut off by lava in Hawaii https://t.co/pxQjUKmjKk https://t.co/MJbm9rllIJ,-0.5106,0.0,0.223,0.777
231,CNN,06/03/2018,What to expect at Monday's Apple event https://t.co/HXt7nltvOW https://t.co/TbQHmijp2P,0.0,0.0,0.0,1.0
232,CNN,06/03/2018,Looking for lower Medicare drug costs? Ask your pharmacist for the cash price https://t.co/81QmKI8Xnm https://t.co/P3vUBOYPvJ,-0.296,0.0,0.136,0.864
233,CNN,06/03/2018,"Former US attorney Preet Bharara says President Trump pardoning himself would be ""almost self-executing impeachment… https://t.co/YhJVsmthKn",0.4019,0.153,0.0,0.847
234,CNN,06/03/2018,Canadian official Chrystia Freeland calls President Trump's tariffs insulting https://t.co/2JonOUzB4s https://t.co/mKSO8N04SK,-0.4939,0.0,0.242,0.758
235,CNN,06/03/2018,How one month reshaped the US immigration landscape https://t.co/b3DFeEC3db https://t.co/YhNFc9UFpC,0.0,0.0,0.0,1.0
236,CNN,06/03/2018,"""The Americans"" made motherhood the ultimate disguise https://t.co/jrF6Wjj933 (via @CNNopinion) https://t.co/2K1MMwKEjk",-0.25,0.0,0.167,0.833
237,CNN,06/03/2018,"""Solo: A Star Wars Story"" sinks 65% in second weekend https://t.co/xyeQpChuu2 https://t.co/kp2Md6qfxx",-0.5574,0.0,0.265,0.735
238,CNN,06/03/2018,The New York Times highlights EPA Administrator Scott Pruitt's cozy relationship with a coal baron… https://t.co/VUv05naQ8O,0.0,0.0,0.0,1.0
239,CNN,06/03/2018,"""That's not what the American people, I think, would be able to stand for."" Former US attorney Preet Bharara says i… https://t.co/InFFVlGCaA",0.0,0.0,0.0,1.0
240,CNN,06/03/2018,Samantha Bee will address vulgar comment about Ivanka Trump on her show https://t.co/OyIbHMShHx https://t.co/KZvpq2sW3R,0.0,0.0,0.0,1.0
241,CNN,06/03/2018,"FBI agent loses his gun during dance-floor backflip, accidentally shoots bar patron https://t.co/F61P7oVf0C https://t.co/kaCXlPkI9r",-0.7269,0.0,0.392,0.608
242,CNN,06/03/2018,"Southwest Airlines comes under fire after an agent asks a mom to ""prove"" biracial child is hers… https://t.co/BTjEHSyG5H",-0.34,0.0,0.13,0.87
243,CNN,06/03/2018,The US Geological Survey has warned people not to roast marshmallows over volcanic vents in Hawaii https://t.co/j8bf0QdcBk,-0.2732,0.0,0.116,0.884
244,CNN,06/03/2018,"Vermont has a new law that will pay workers $10,000 to move there and work remotely https://t.co/BOsRh6adek https://t.co/BafSsgoD5f",-0.1027,0.0,0.08,0.92
245,CNN,06/03/2018,Parents of Parkland victims are outraged about a new video game that would let players shoot up a school… https://t.co/7cLz5FT10V,-0.802,0.0,0.353,0.647
246,CNN,06/03/2018,"More than 120 pregnant whales were killed during Japan's annual hunt last summer, prompting outrage among conservat… https://t.co/AMpERnhYGv",-0.8316,0.0,0.328,0.672
247,CNN,06/03/2018,"When he was a kid, Richard Jenkins raised his hand in class so often bullies started calling him ""Harvard.""

Now, a… https://t.co/0prHEtH5ZV",0.4939,0.138,0.0,0.862
248,CNN,06/03/2018,These crosses represent each victim killed in the Santa Fe High School shooting. Retired carpenter Greg Zanis has b… https://t.co/mkX59AneVF,-0.765,0.0,0.268,0.732
249,CNN,06/03/2018,A Catholic school told its valedictorian his speech was too political. So he gave it outside on a bullhorn.… https://t.co/FIG7Jh43zR,0.0,0.0,0.0,1.0
250,CNN,06/03/2018,"When he was a kid, Richard Jenkins raised his hand in class so often bullies started calling him ""Harvard.""

Now, a… https://t.co/q25qpxE052",0.4939,0.138,0.0,0.862
251,CNN,06/03/2018,"""Chris, we've got your baby girl"": Army Spc. Christopher M. Harris died serving in Afghanistan, just days after lea… https://t.co/RrOAxDYdWC",-0.5574,0.0,0.159,0.841
252,CNN,06/03/2018,"""Don't forget to show love"": In a superhero cape, he feeds the hungry and homeless in Birmingham, Alabama. And he's… https://t.co/WZm3BWvrbN",0.1695,0.081,0.0,0.919
253,CNN,06/03/2018,Roseanne Barr says she begged ABC executives to keep her show on the air before the network canceled its hit sitcom… https://t.co/FcCBIrH65R,0.0,0.0,0.0,1.0
254,CNN,06/03/2018,"Alabama school administrators, who get approval from local authorities and go through training, will be permitted t… https://t.co/lYSarBzcgW",0.4767,0.154,0.0,0.846
255,CNN,06/03/2018,"""Black lives don't matter,"" lawyer says after jury awards $4 in police killing https://t.co/DJTzgOXbfE https://t.co/nuBDS1RJKL",-0.34,0.147,0.216,0.637
256,CNN,06/03/2018,Only one more state needs to pass the Equal Rights Amendment to finally get it ratified https://t.co/y35AIYdJyp https://t.co/fc0zvM7b5G,0.1531,0.086,0.0,0.914
257,CNN,06/03/2018,Televangelist Jesse Duplantis says God spoke to him and wants him to get a new private jet that can cost up to $54… https://t.co/ZWQGuPcxiD,0.2732,0.087,0.0,0.913
258,CNN,06/03/2018,He was an NFL player. Now he's a Juilliard-trained opera singer. https://t.co/ItAsUVK7mh https://t.co/Eo1zyElF2q,0.0,0.0,0.0,1.0
259,CNN,06/03/2018,This Chick-fil-A franchise owner is raising wages at his store to $17 an hour https://t.co/gjTVQnQzPL https://t.co/b8pVRyrNee,0.0,0.0,0.0,1.0
260,CNN,06/03/2018,A high school football player who takes cannabis oil to prevent his seizures has been ruled ineligible to play in c… https://t.co/dxQvn0Zqqg,0.3612,0.156,0.0,0.844
261,CNN,06/03/2018,Ivanka Trump has been granted seven new trademarks in China as her father continues trade talks with Beijing -- and… https://t.co/KU3eraKgNT,0.25,0.091,0.0,0.909
262,CNN,06/03/2018,"Syrian President is to meet Kim Jong Un in North Korea, report says https://t.co/b6HeqI6RJG",0.0,0.0,0.0,1.0
263,CNN,06/03/2018,"Becky McCabe got down on one knee to propose to her girlfriend, Jessa Gillaspie. Jessa shrieked and immediately rea… https://t.co/eO2lkzyzCd",0.0,0.0,0.0,1.0
264,CNN,06/03/2018,A high school football player who takes cannabis oil to prevent his seizures has been ruled ineligible to play in c… https://t.co/vI9KwkNwA1,0.3612,0.156,0.0,0.844
265,CNN,06/03/2018,This 8-year-old Georgia boy was with his mom when he saw an elderly woman struggling to climb the stairs with her w… https://t.co/UoGLZU54Kj,-0.4215,0.0,0.113,0.887
266,CNN,06/03/2018,A teacher in Georgia responded the only way she knew how after receiving a letter from President Trump filled with… https://t.co/y07WzGq2JC,0.0,0.0,0.0,1.0
267,CNN,06/03/2018,"In 1997, a 6th-grade teacher wrote ""Invite me to your Harvard graduation!"" on a student's report card. Twenty-one y… https://t.co/S9wB18o8ox",0.2244,0.1,0.0,0.9
268,CNN,06/03/2018,"A soldier died before meeting his baby, so his Army family welcomed her with open arms https://t.co/8sYSpYz1Yk https://t.co/bS0LWwOxeR",-0.296,0.114,0.171,0.714
269,CNN,06/03/2018,A man went to a salon and learned to do his wife's hair after she suffered a stroke and was unable to style it hers… https://t.co/tiYCyEPUOz,-0.4939,0.0,0.127,0.873
270,CNN,06/03/2018,"Rapper Falz's ""This is Nigeria"" video holds up a mirror for the country https://t.co/xdmgSkxpOO https://t.co/U1d6dzvPMY",0.0,0.0,0.0,1.0
271,CNN,06/03/2018,A young Malian migrant who rescued a child dangling from a balcony will be made a French citizen and has been offer… https://t.co/atbtW5sNuU,0.4215,0.135,0.0,0.865
272,CNN,06/03/2018,"North Korea will not get any sanctions relief until it has demonstrated ""verifiable and irreversible"" steps to denu… https://t.co/VaNkJqq3yH",0.3182,0.142,0.082,0.776
273,CNN,06/03/2018,Iraq War veteran Pat Ryan is running for Congress. He’s calling for an assault weapons ban: “The weapons that I car… https://t.co/MIcdUn6IJk,-0.9524,0.0,0.517,0.483
274,CNN,06/03/2018,"South Korean boy band @BTS_twt has become the first K-pop group to top the US Billboard 200 chart, with the debut o… https://t.co/e4pbDzVIH1",0.2023,0.076,0.0,0.924
275,CNN,06/03/2018,"Archaeologists working at the ancient Roman city of Pompeii, Italy, uncovered the remains of a 30-year-old man who… https://t.co/Al0C75DN9F",0.0,0.0,0.0,1.0
276,CNN,06/03/2018,NFL star JJ Watt has been awarded an honorary doctorate degree for raising over $37 million to help with recovery e… https://t.co/BTUkyeC2Id,0.8602,0.369,0.0,0.631
277,CNN,06/03/2018,Proceeds from economist's Nobel medal donated to non-profit https://t.co/kX9n19xQSv https://t.co/EFoIzSC9LV,0.4767,0.256,0.0,0.744
278,CNN,06/03/2018,Republican Sen. John McCain says he supports effort to force immigration bill to House floor https://t.co/16TqOGGc9Y https://t.co/9tRcu1XvXe,0.3612,0.135,0.0,0.865
279,CNN,06/03/2018,"The largest wildfire in California's modern history is finally out, more than 6 months after it started… https://t.co/ghBrwkNqi1",0.0,0.0,0.0,1.0
280,CNN,06/03/2018,"A dog being flown by Delta Air Lines from Phoenix to Newark, New Jersey, died during a layover in Detroit, the airl… https://t.co/CIZZl7NzWT",-0.5574,0.0,0.153,0.847
281,CNN,06/03/2018,Why startup visas are good for America https://t.co/jlC9GmqkEK (via @CNNOpinion) https://t.co/leqIYx9wu2,0.4404,0.225,0.0,0.775
282,CNN,06/03/2018,"Four killings, including one of prominent psychologist, in Arizona are likely connected, police say… https://t.co/bN8Wy37Uzp",-0.4939,0.116,0.227,0.657
283,CNN,06/03/2018,Virginia GOP chooses replacement for 5th district nominee https://t.co/aidAnQaUJT https://t.co/40fjghIVmj,0.0,0.0,0.0,1.0
284,CNN,06/03/2018,"Valerie Jarrett, former top aide to President Obama, makes an appeal to get out the vote in 2018, saying ""it's time… https://t.co/kOuEcwmX9X",0.2023,0.079,0.0,0.921
285,CNN,06/02/2018,"""The Big Bang Theory"" star Jim Parsons tells @VanJones68 he thought about Roseanne Barr's racist tweet ""on an emoti… https://t.co/DZ5mZaqIkP",-0.6124,0.0,0.174,0.826
286,CNN,06/02/2018,Kenyan President orders top officials to take lie-detector tests in corruption crackdown https://t.co/jaKPXboTt1 https://t.co/q5lY5cX0jq,0.2023,0.122,0.0,0.878
287,CNN,06/02/2018,An attorney representing three women in cases against a doctor known for singing and dancing while performing surge… https://t.co/Dog9UV2r2w,0.0,0.0,0.0,1.0
288,CNN,06/02/2018,"""The crew, the people you don't see, the people you don't know — there are so many people employed..."" Actor Jim Pa… https://t.co/hlRURomCmj",0.0,0.0,0.0,1.0
289,CNN,06/02/2018,Five Star Movement supporters rally in Rome to celebrate new government https://t.co/TG0G0PfQ8Q https://t.co/khOs2BwJFL,0.765,0.375,0.0,0.625
290,CNN,06/02/2018,"The 30-year-old man who was still living with his parents says that he finally moved out, 10 days after a judge ord… https://t.co/SJnu3AdCmf",0.0,0.0,0.0,1.0
291,CNN,06/02/2018,"""The Big Bang Theory"" star Jim Parsons talks about the fallout surrounding comedian Roseanne Barr's racist tweet, w… https://t.co/V2jEahrqYU",-0.34,0.11,0.169,0.72
292,CNN,06/02/2018,Six major allies blast US over tariffs https://t.co/spgQbkUKR7 https://t.co/XqBSYXUalE,0.0,0.0,0.0,1.0
293,CNN,06/02/2018,This is what it's like to surf near the Korean Demilitarized Zone https://t.co/8yu12Jk0Uv https://t.co/M3PaYFs75Q,0.3612,0.161,0.0,0.839
294,CNN,06/02/2018,"Two climbers fell to their deaths Saturday at Yosemite National Park in California, a park spokeswoman said… https://t.co/jaQW500EV1",0.0,0.0,0.0,1.0
295,CNN,06/02/2018,This 8-year-old Georgia boy was with his mom when he saw an elderly woman struggling to climb the stairs with her w… https://t.co/C2z0TDF8zu,-0.4215,0.0,0.113,0.887
296,CNN,06/02/2018,Fifth federal judge rules HHS unlawfully ended teen pregnancy prevention grant funding https://t.co/FbAHxbgMmb https://t.co/p7iUsaxqQ6,0.3612,0.161,0.0,0.839
297,CNN,06/02/2018,Serena Williams to face Maria Sharapova at French Open https://t.co/sVQ0mY8OZ0 https://t.co/hQAbDfu8Lb,0.0,0.0,0.0,1.0
298,CNN,06/02/2018,What aluminum and steel tariffs will mean to you https://t.co/nyv92aLySO https://t.co/rSFOTHUraK,0.0,0.0,0.0,1.0
299,CNN,06/02/2018,"Outgoing Missouri Gov. Eric Greitens, accused of revenge porn, signs law criminalizing it https://t.co/VtbQzEt6vW https://t.co/yMKjrU1vg5",-0.5267,0.111,0.283,0.606
300,FoxNews,06/04/2018,".@GovMikeHuckabee: 'Please, God, Let Nancy Pelosi Continue to Be the Voice of the Democratic Party' https://t.co/1zWZ3neFVH",0.5859,0.255,0.0,0.745
301,FoxNews,06/04/2018,Homelessness by state. @NextRevFNC https://t.co/JkphdMznsF,0.0,0.0,0.0,1.0
302,FoxNews,06/04/2018,Indiana police officers support daughter of fallen trooper at graduation more than 10 years after his death https://t.co/RLo2QV4yK3,-0.5719,0.112,0.266,0.622
